S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
4602	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
4603	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
4604	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
4605	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
4606	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
4607	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
4608	5000	21.0	26.0	25.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
4609	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.2
4610	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.0
4611	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.5	0.8
4612	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.2
4613	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.0
4614	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.7	0.8
4615	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.2
4616	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.0
4617	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	5.0	15	0.9	0.8
4618	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.2
4619	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.0
4620	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.5	0.8
4621	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.2
4622	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.0
4623	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.7	0.8
4624	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
4625	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
4626	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
4627	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
4628	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
4629	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
4630	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
4631	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
4632	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
4633	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
4634	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
4635	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
4636	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
4637	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
4638	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
4639	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
4640	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
4641	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
4642	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
4643	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
4644	5000	21.0	26.0	15.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
4645	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
4646	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
4647	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
4648	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
4649	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
4650	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
4651	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
4652	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
4653	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
4654	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
4655	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
4656	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
4657	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
4658	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
4659	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
4660	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
4661	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
4662	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
4663	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
4664	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
4665	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
4666	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
4667	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
4668	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
4669	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
4670	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
4671	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
4672	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
4673	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
4674	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
4675	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
4676	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
4677	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
4678	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
4679	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
4680	5000	21.0	26.0	15.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
4681	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.2
4682	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	1.0
4683	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.5	0.8
4684	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.2
4685	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	1.0
4686	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.7	0.8
4687	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.2
4688	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	1.0
4689	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	5.0	15	0.9	0.8
4690	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.2
4691	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	1.0
4692	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.5	0.8
4693	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.2
4694	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	1.0
4695	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.7	0.8
4696	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
4697	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
4698	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
4699	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
4700	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
4701	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
4702	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
4703	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
4704	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
4705	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
4706	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
4707	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
4708	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
4709	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
4710	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
4711	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
4712	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
4713	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
4714	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
4715	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
4716	5000	21.0	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
4717	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
4718	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
4719	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
4720	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
4721	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
4722	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
4723	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
4724	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
4725	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
4726	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
4727	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
4728	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
4729	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
4730	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
4731	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
4732	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
4733	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
4734	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
4735	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
4736	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
4737	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
4738	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
4739	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
4740	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
4741	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
4742	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
4743	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
4744	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
4745	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
4746	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
4747	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
4748	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
4749	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
4750	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
4751	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
4752	5000	21.0	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
4753	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4754	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4755	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4756	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4757	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4758	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4759	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4760	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4761	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4762	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4763	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4764	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4765	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4766	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4767	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4768	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4769	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4770	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4771	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4772	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4773	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4774	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4775	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4776	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4777	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
4778	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4779	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4780	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4781	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4782	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4783	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4784	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4785	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4786	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4787	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4788	5000	21.0	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4789	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4790	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4791	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4792	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4793	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4794	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4795	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4796	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4797	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4798	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4799	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4800	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4801	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4802	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4803	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4804	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4805	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4806	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4807	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4808	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4809	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4810	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4811	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4812	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4813	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
4814	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4815	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4816	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4817	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4818	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4819	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4820	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4821	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4822	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4823	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4824	5000	21.0	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4825	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4826	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4827	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4828	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4829	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4830	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4831	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4832	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4833	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4834	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4835	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4836	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4837	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4838	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4839	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4840	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4841	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4842	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4843	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4844	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4845	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4846	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4847	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4848	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4849	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
4850	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
4851	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
4852	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
4853	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
4854	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
4855	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
4856	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
4857	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
4858	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
4859	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
4860	5000	21.0	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
4861	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
4862	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
4863	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
4864	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
4865	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
4866	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
4867	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
4868	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
4869	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
4870	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
4871	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
4872	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
4873	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
4874	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
4875	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
4876	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
4877	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
4878	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
4879	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
4880	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
4881	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
4882	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
4883	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
4884	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
4885	5000	21.0	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
